anime,season,year,category,songname,artist,link,status
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Fall 2019,2019,Opening Theme,Masshiro (真っ白),Sumire Moroboshi,https://open.spotify.com/track/4QGwWIrSqaITsefkbVSTHg,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Fall 2019,2019,Ending Theme,Kamikazari no Tenshi (髪飾りの天使),Megumi Nakajima,https://open.spotify.com/track/36YScgdEF4t4CT7G9k4kGE,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Spring 2020,2020,Opening Theme,Tsumujikaze (つむじかぜ),Sumire Morohoshi,https://open.spotify.com/track/4y7twNI9ShIyjZ71355UUo,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Spring 2020,2020,Ending Theme,Ephemera wo Atsumete (エフェメラをあつめて),Minori Suzuki,https://open.spotify.com/track/2xnSa6s0LnMXUTBEpxx15r,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Spring 2022,2022,Opening Theme,Ano Hi no Kotoba (あの日のことば),Nao Touyama,https://open.spotify.com/track/2bFuloLzFQ6wkBZq2P9gOF,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Spring 2022,2022,Ending Theme,Kotoba ni Dekinai (言葉にできない),Maaya Sakamoto,https://open.spotify.com/track/08bJMeQRwtpLnrMF1ScLvn,
Horimiya,Winter 2021,2021,Opening Theme,Iro Kousui (色香水),You Kamiyama,https://open.spotify.com/track/7FpABRyv5TaZz0llkhjPgc,
Horimiya,Winter 2021,2021,Ending Theme,Yakusoku (約束),Friends (フレンズ),https://open.spotify.com/track/3wE3rGZpYYvOPPE6r0Dtp8,
Hortensia Saga,Winter 2021,2021,Opening Theme,LEADER,MY FIRST STORY,https://open.spotify.com/track/7aL1ICSO4JYdRzQcxQ96lz,
Hortensia Saga,Winter 2021,2021,Ending Theme,Yasou to Hakuchuumu (夜想と白昼夢),Mafumafu,https://open.spotify.com/track/5AjfbIirCAFyclSeUOdZN4,
Hortensia Saga,Winter 2021,2021,Ending Theme,VEIL,Marius Casterede (Yui Horie),https://open.spotify.com/track/5xT1lhYo1q2uGcLBXZfdPu,
Hoshi no Koe (Voices of a Distant Star),,1900,Ending Theme,Through The Years And Far Away,Low, ,
Hoshi wo Ou Kodomo (Children Who Chase Lost Voices),,1900,Ending Theme,Hello Goodbye & Hello,Anri Kumaki (熊木杏里),https://open.spotify.com/track/3VpkvI2fQ3WSzYTWCfJTsc,
Hoshiai no Sora (Stars Align),Fall 2019,2019,Opening Theme,Suisou (水槽),Megumi Nakajima,https://open.spotify.com/track/4BPegBTKIorWndePrVSCge,
Hoshiai no Sora (Stars Align),Fall 2019,2019,Ending Theme,Kago no Naka no Bokura wa (籠の中の僕らは),AIKI from bless4,https://open.spotify.com/track/7uvTOqjPjb7deU8GtPYnFc,
Hotaru no Haka (Grave of the Fireflies),,1900,Opening Theme,Setsuko and Seita,Michio Mamiya, ,
Hotaru no Haka (Grave of the Fireflies),,1900,Ending Theme,Futari,Michio Mamiya, ,
Hotarubi no Mori e (Into the Forest of Fireflies' Light),,1900,Ending Theme,Natsu wo Miteita (夏を見ていた),Shizuru Ootaka, ,
Houkago Saikoro Club (After School Dice Club),Fall 2019,2019,Opening Theme,Present Moment,Miyu Tomita,https://open.spotify.com/track/25CBjJDhInFBCKjWpYcDC3,
Houkago Saikoro Club (After School Dice Club),Fall 2019,2019,Ending Theme,On the Board,"Aya (Marika Kouno), Miki (Saki Miyashita), Midori (Miyu Tomita)", ,
Houkago Teibou Nisshi (Diary of Our Days at the Breakwater),Spring 2020,2020,Opening Theme,SEA HORIZON,"Umino High School Teibou-bu [Hina Tsurugi (Kanon Takao), Natsumi Hodaka (Natsumi Kawaida), Yuuki Kuroiwa (Yuu Sasahara), Makoto Oono (Satomi Akesaka)]",https://open.spotify.com/track/0yFi1sbz1fvdKmbZGaLtsD,
Houkago Teibou Nisshi (Diary of Our Days at the Breakwater),Spring 2020,2020,Ending Theme,Tsuri no Sekai e (釣りの世界へ),"Umino High School Teibou-bu [Hina Tsurugi (Kanon Takao), Natsumi Hodaka (Natsumi Kawaida), Yuuki Kuroiwa (Yuu Sasahara), Makoto Oono (Satomi Akesaka)]",https://open.spotify.com/track/6m85JJoy1fY3pU0CXd4YlX,
Housekishou Richard-shi no Nazo Kantei,Winter 2020,2020,Opening Theme,Houseki no Umareru toki (宝石の生まれるとき),Nagi Yanagi,https://open.spotify.com/track/6yMeH1RJHnW1czNv1VX59r,
Housekishou Richard-shi no Nazo Kantei,Winter 2020,2020,Ending Theme,Only for you,Da-iCE,https://open.spotify.com/track/5TKWhXq08JKb9GbTO6aCZq,
Howl no Ugoku Shiro (Howl's Moving Castle),,1900,Opening Theme,Sekai no Yakusoku (世界の約束; The Promise of the World),Chieko Baisho, ,
Hyakuren no Haou to Seiyaku no Valkyria,Summer 2018,2018,Opening Theme,Bright way,Aya Uchida,https://open.spotify.com/track/3xwWlkfJx4lMZCafEaxCJ4,
Hyakuren no Haou to Seiyaku no Valkyria,Summer 2018,2018,Ending Theme,Sekaijuu ga Koi wo suru Yoru (世界中が恋をする夜),petit milady,https://open.spotify.com/track/7axTur3AbftuO4IMMHhwkZ,
Hyouka,Spring 2012,2012,Opening Theme,Yasashisa no Riyuu (優しさの理由),ChouCho ,https://open.spotify.com/track/0HXk4XpvZCCltHWeXZe1zb,
Hyouka,Spring 2012,2012,Opening Theme,Mikansei Stride (未完成ストライド),Saori Kodama, ,
Hyouka,Spring 2012,2012,Ending Theme,Madoromi no Yakusoku (まどろみの約束),Satomi Satou & Ai Kayano, ,
Hyouka,Spring 2012,2012,Ending Theme,Kimi ni Matsuwaru Mystery (君にまつわるミステリー),Satomi Satou & Ai Kayano, ,
Hyouka: Motsubeki Mono wa (Hyouka: What Should Be Had),,1900,Opening Theme,Yasashisa no Riyuu (優しさの理由),ChouCho,https://open.spotify.com/track/0HXk4XpvZCCltHWeXZe1zb,
Hyouka: Motsubeki Mono wa (Hyouka: What Should Be Had),,1900,Ending Theme,Madoromi no Yakusoku (まどろみの約束),Satomi Satou & Ai Kayano, ,
Hyouken no Majutsushi ga Sekai wo Suberu,Winter 2023,2023,Opening Theme,Dystopia,Sizuk,https://open.spotify.com/track/4bOMrNkhI1lCL8psZsCCbF,
Hyouken no Majutsushi ga Sekai wo Suberu,Winter 2023,2023,Ending Theme,Loud Hailer (ラウドヘイラー),Maaya Uchida (内田真礼),https://open.spotify.com/track/3Vmm9RdbL84hTsai5L6WHQ,
Hypnosis Mic: Division Rap Battle,Fall 2020,2020,Opening Theme,Hypnosis Mic -Rhyme Anima- (ヒプノシスマイク -Rhyme Anima-),Division All Stars,https://open.spotify.com/track/6KPz9deEnFK7OWmkwpuSjB,
Hypnosis Mic: Division Rap Battle,Fall 2020,2020,Ending Theme,Kizuna -Ikebukuro ver.- (絆 -IKEBUKURO ver.-),Buster Bros!!, ,
Hypnosis Mic: Division Rap Battle,Fall 2020,2020,Ending Theme,Kizuna -Yokohama ver.- (絆 -YOKOHAMA ver.-),MAD TRIGGER CREW, ,
Hypnosis Mic: Division Rap Battle,Fall 2020,2020,Ending Theme,Kizuna -Shibuya ver.- (絆 -SHIBUYA ver.-),Fling Posse, ,
Hypnosis Mic: Division Rap Battle,Fall 2020,2020,Ending Theme,Kizuna -Shinjuku ver.- (絆 -SHINJUKU ver.-),Matenrou, ,
Hypnosis Mic: Division Rap Battle,Fall 2020,2020,Ending Theme,Rhyme Anima's Mixtape,Division All Stars,https://open.spotify.com/track/6QRGnXRxnJmSWMQjHjcXtH,
Id:Invaded (ID: INVADED),Winter 2020,2020,Opening Theme,Mister Fixer (ミスターフィクサー),Sou,https://open.spotify.com/track/2wYg9CDuRgBbDHCJCfEB5y,
Id:Invaded (ID: INVADED),Winter 2020,2020,Ending Theme,Other Side,MIYAVI,https://open.spotify.com/track/2F0ZhkffMue5pjIONJHQaE,
Id:Invaded (ID: INVADED),Winter 2020,2020,Ending Theme,UP,MIYAVI, ,
Idolls!,Winter 2021,2021,Opening Theme,WE ARE THE ONE,"Aina (Aina Rutou) Ami (Ami Mizuno), Shiori (Shiori Hanaoka), Ruka (Ruka Yashiro)", ,
Idolls!,Winter 2021,2021,Ending Theme,Yumemite Samete mo (夢みてさめても),"Aina (Aina Rutou) Ami (Ami Mizuno), Shiori (Shiori Hanaoka), Ruka (Ruka Yashiro)", ,
Idoly Pride,Winter 2021,2021,Opening Theme,IDOLY PRIDE,Hoshimi Production (星見プロダクション),https://open.spotify.com/track/30d4vYtrbh625iyGogpkqP,
Idoly Pride,Winter 2021,2021,Ending Theme,réaliser,TRINITYAiLE, ,
Idoly Pride,Winter 2021,2021,Ending Theme,Shining Days,Sunny Peace (サニーピース), ,
Idoly Pride,Winter 2021,2021,Ending Theme,Daytime Moon,Tsuki no Tempest (月のテンペスト), ,
Idoly Pride,Winter 2021,2021,Ending Theme,song for you (SUNNY PEACE ver.),SUNNY PEACE, ,
Idoly Pride,Winter 2021,2021,Ending Theme,Pray for you,Hoshimi Production (星見プロダクション), ,
Idoly Pride,Winter 2021,2021,Ending Theme,"The Sun, Moon and Stars",Hoshimi Production (星見プロダクション),https://open.spotify.com/track/1RIu1bYthFgtEFVB16ANU1,
Idoly Pride,Winter 2021,2021,Ending Theme,The Last Chance,LizNoir (Rio & Aoi Version),https://open.spotify.com/track/0fX5rfXL3MyxHyx1HDyltB,
"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Opening Theme,EASY LOVE,Sumire Uesaka (上坂 すみれ),https://open.spotify.com/track/6mdiePjszuYWOJuhBIYnIt,
"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Ending Theme,EASY LOVE,Sumire Uesaka (上坂 すみれ),https://open.spotify.com/track/6mdiePjszuYWOJuhBIYnIt,
"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Ending Theme,Colorful Canvas (カラフル・キャンバス),"Nagatoro-san (Sumire Uesaka), Gamo-chan (Mikako Komatsu), Yosshi (Aina Suzuki), Sakura (Shiori Izawa) ",https://open.spotify.com/track/21TyV1EO2KLWF34R3DMEfj,
"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Ending Theme,Colorful Canvas (カラフル・キャンバス),Mayumi Kaneko, ,
"Ijiranaide, Nagatoro-san 2nd Attack",Winter 2023,2023,Opening Theme,LOVE CRAZY,Sumire Uesaka,https://open.spotify.com/track/5nqxIxTqNwHCr8xXjwUmxU,
"Ijiranaide, Nagatoro-san 2nd Attack",Winter 2023,2023,Ending Theme,MY SADISTIC ADOLESCENCE♡,"Nagatoro-san (CV: Sumire Uesaka), Gamo-chan (CV: Mikako Komatsu), Yosshi (CV: Aina Suzuki), Sakura (CV: Shiori Izawa)",https://open.spotify.com/track/6Kp4hvxO4Jp32WrGY8bhhl,
Ikebukuro West Gate Park,Fall 2020,2020,Opening Theme,Needle Knot (ニードルノット),THE PINBALLS,https://open.spotify.com/track/4pxKB6qTjYMu0Xk3b2EWk5,
Ikebukuro West Gate Park,Fall 2020,2020,Ending Theme,after song,INNOSENT in FORMAL,https://open.spotify.com/track/1LHSvPTGXTeCgTBab0Sdi3,
Ikebukuro West Gate Park,Fall 2020,2020,Ending Theme,Omou mama (思うまま),INNOSENT in FORMAL,https://open.spotify.com/track/2trlOTYUNGUxVaZDbtrzMb,
Ikebukuro West Gate Park,Fall 2020,2020,Ending Theme,Boukyoku no Sora (忘却の空),Kiyoharu (清春),https://open.spotify.com/track/34OOGsfOQ0XTuTkEmuRMIW,
"Ima, Soko ni Iru Boku (Now and Then, Here and There)",Fall 1999,1999,Opening Theme,"Ima, Soko Ni Iru Boku (Now and Then, Here and There; 今、そこにいる僕)",Toshio Masuda (増田俊郎), ,
"Ima, Soko ni Iru Boku (Now and Then, Here and There)",Fall 1999,1999,Ending Theme,Komoriuta... (Lullaby...; 子守歌…),Reiko Yasuhara, ,
Inferno Cop,,1900,Ending Theme,Die Hollen Polizei,???, ,
Inferno Cop,,1900,Ending Theme,Gruss Elise von mir,???, ,
Inferno Cop,,1900,Ending Theme,Glitter I.C.,???, ,
Infinite Dendrogram,Winter 2020,2020,Opening Theme,Unbreakable,Aoi Yuuki,https://open.spotify.com/track/4RA8smxzIP6isF3lql9DXC,
Infinite Dendrogram,Winter 2020,2020,Ending Theme,Reverb,Aya Uchida,https://open.spotify.com/track/1WkwcJ36zgQOuq8oYbtldj,
Ingress the Animation,Fall 2018,2018,Opening Theme,Tessellate,alt-J,https://open.spotify.com/track/1LfKHwrMydWNruvTonm0eO,
Ingress the Animation,Fall 2018,2018,Ending Theme,In Cold Blood,alt-J,https://open.spotify.com/track/3bmxsQVFi8k7qfM5ULU8Me,
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,Fall 2020,2020,Opening Theme,Nyander Wonder Days (にゃんだーわんだーデイズ),Ayaka Ohashi,https://open.spotify.com/track/7x9DTCUVhKXBGXHA4VopHZ,
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,Fall 2020,2020,Opening Theme,Lovely Days,Ayaka Ohashi,https://open.spotify.com/track/4KtdIdiKGINM0inSiO7B5Y,
Irozuku Sekai no Ashita kara (Iroduku: The World in Colors),Fall 2018,2018,Opening Theme,17 Sai,Haruka to Miyuki (ハルカトミユキ),https://open.spotify.com/track/2VlDsig8Evvsucb6arKoM2,
Irozuku Sekai no Ashita kara (Iroduku: The World in Colors),Fall 2018,2018,Ending Theme,Mimei no Kimi to Hakumei no Mahou (未明の君と薄明の魔法),Nagi Yanagi,https://open.spotify.com/track/6cYG1IcaWccIjWO8ku321f,
Isekai Cheat Magician,Summer 2019,2019,Opening Theme,PANTA RHEI,MYTH & ROID, ,
Isekai Cheat Magician,Summer 2019,2019,Ending Theme,Chiisana Omoi (小さな想い),Rin Azuma (Rie Takahashi), ,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Summer 2018,2018,Opening Theme,DeCIDE,"SUMMONERS 2+ (Yuu Serizawa, Azumi Waki, Yumi Hara, Rumi Ookubo, Emiri Katou)",https://open.spotify.com/track/3QbaictVhGbK09NQICK7eK,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Summer 2018,2018,Ending Theme,Saiaku na hi demo Anata ga Suki,Yuu Serizawa,https://open.spotify.com/track/1JHX9MntUEeL7UgHDebsaV,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Summer 2018,2018,Ending Theme,DeCIDE,"SUMMONERS 2+ (Yuu Serizawa, Azumi Waki, Yumi Hara, Rumi Ookubo, Emiri Katou)",https://open.spotify.com/track/3QbaictVhGbK09NQICK7eK,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Spring 2021,2021,Opening Theme,EVERYBODY! EVERYBODY!,Yuu Serizawa with DJ KOO & MOTSU,https://open.spotify.com/track/4oCrYh50wDrN9x7kDOZrOd,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Spring 2021,2021,Ending Theme,YOU YOU YOU,Yuu Serizawa with DJ KOO & MOTSU,https://open.spotify.com/track/6nhxFjClS7qsW5Vh3MGKIw,
Isekai Nonbiri Nouka (Farming Life in Another World),Winter 2023,2023,Opening Theme,Flower Ring,"Ru (CV: Shino Shimoji), Tia (CV: Aya Suzaki)",https://open.spotify.com/track/7cpzqVWRT2LaLnXAV4XIbO,
Isekai Nonbiri Nouka (Farming Life in Another World),Winter 2023,2023,Ending Theme,Feel the winds,Yui Hizuki (緋月ゆい),https://open.spotify.com/track/7wWEtcOBSt8pnRMjDSZffr,
Isekai Quartet,Spring 2019,2019,Opening Theme,Isekai Quartet (異世界かるてっと),"Ainz (Satoshi Hino), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)", ,
Isekai Quartet,Spring 2019,2019,Ending Theme,Isekai Girls♡Talk (異世界ガールズ♡トーク),"Albedo (Yumi Hara), Aqua (Sora Amamiya), Emilia (Rie Takahashi), Tanya (Aoi Yuuki)", ,
Isekai Quartet,Spring 2019,2019,Ending Theme,Hollow Veil,nonoc, ,
Isekai Quartet,Spring 2019,2019,Ending Theme,Isekai Quartet (異世界かるてっと),"Ainz (Satoshi Hino), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)", ,
Isekai Quartet 2,Winter 2020,2020,Opening Theme,Isekai Showtime (異世界ショータイム),"Ainz (Hino Satoshi), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)", ,
Isekai Quartet 2,Winter 2020,2020,Ending Theme,Isekai Showtime (異世界ショータイム),"Ainz (Hino Satoshi), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)", ,
Isekai Quartet 2,Winter 2020,2020,Ending Theme,Ponkotsu! Isekai Theater (ポンコツ！異世界シアター),"Shalltear (Sumire Uesaka), Megumin (Rie Takahashi), Rem (Inori Minase), Viktoriya (Saori Hayami)", ,
Isekai Quartet 2,Winter 2020,2020,Ending Theme,sweet pass,Riko Azuna (安月名莉子), ,
Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Opening Theme,Another World,AOP,https://open.spotify.com/track/34zUGANqKWpDwVfAIC572Q,
Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Elze Silhoueska (Maaya Uchida),https://open.spotify.com/track/5U8HIRwyTWLe5F7IUKmGzt,
Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Linze Silhoueska (Yui Fukuo),https://open.spotify.com/track/5U8HIRwyTWLe5F7IUKmGzt,
Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Yae Kokonoe (Chinatsu Akasaki),https://open.spotify.com/track/6R2sX1xed6pGckxEWAeOkt,
Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Yumina Urnea Belfast (Marika Kouno),https://open.spotify.com/track/0uzqXlQWM7OStxXjisbpik,
Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Sushie Urnea Ortlinde (Nanami Yamashita),https://open.spotify.com/track/3oIjixv8QUhEmEPWJ0GqvM,
Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Leen (Sumire Uesaka),https://open.spotify.com/track/3QMkYIUg9FvJaw6fz6gOk0,
Ishuzoku Reviewers (Interspecies Reviewers),Winter 2020,2020,Opening Theme,Ikouze☆Paradise (イこうぜ☆パラダイス),"Yuusuke Kobayashi, Junji Majima, Miyu Tomita", ,
Ishuzoku Reviewers (Interspecies Reviewers),Winter 2020,2020,Ending Theme,Hanabira Ondo (ハナビラ音頭),"Yuusuke Kobayashi, Junji Majima, Miyu Tomita", ,
Island (TV) (Island),Summer 2018,2018,Opening Theme,Eien no Hitotsu (永遠のひとつ),Yukari Tamura, ,
Island (TV) (Island),Summer 2018,2018,Opening Theme,Closing tears,Yukari Tamura, ,
Island (TV) (Island),Summer 2018,2018,Ending Theme,Eien no Hitotsu (永遠のひとつ),Yukari Tamura, ,
Island (TV) (Island),Summer 2018,2018,Ending Theme,Eternal Star,Asaka,https://open.spotify.com/track/5CABNbn1QlPAMaN81C69Ie,
Island (TV) (Island),Summer 2018,2018,Ending Theme,Marine SNOW,Asaka,https://open.spotify.com/track/6UblLUCKDfkPcIug3AYgCY,
Isshuukan Friends. (One Week Friends),Spring 2014,2014,Opening Theme,Niji no Kakera (虹のかけら),Natsumi Kon,https://open.spotify.com/track/5ZH7BKLzn6GrWj83gALmyR,
Isshuukan Friends. (One Week Friends),Spring 2014,2014,Ending Theme,Kanade (奏 (かなで)),Kaori Fujimiya (CV: Sora Amamiya),https://open.spotify.com/track/6MgA0JkDUsYeePdFIpobh0,
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Winter 2020,2020,Opening Theme,Kyuukyoku Unbalance! (究極アンバランス！),Junjou no Afilia,https://open.spotify.com/track/4UQPeoNdUx8fp5N8OdR9tK,
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Winter 2020,2020,Ending Theme,Play the world,Rico Sasaki,https://open.spotify.com/track/4yFMYNyjEudNIVNL1nzbdb,
Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Opening Theme,Non-Fantasy (ノンファンタジー),LIP x LIP,https://open.spotify.com/track/4VSREwux6OCxUgC5hEDNWW,
Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Ending Theme,東京ウインターセッション,HoneyWorks feat.瀬戸口優・榎本夏樹・望月蒼太・早坂あかり・芹沢春輝・合田美桜),https://open.spotify.com/track/6ThC70vNB1Mw9pBFS0VYpw,
Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Ending Theme,Tokyo Winter Session,"HoneyWorks feat. Yuu Setoguchi, Natsuki Enomoto, Souta Mochizuki, Akari Hayasaka, Haruki Serizawa, Miou Aida",https://open.spotify.com/track/6ThC70vNB1Mw9pBFS0VYpw,
Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Ending Theme,Re:Hatsukoi no Ehon feat. Miou Aida,Miou Aida (CV: Aki Toyosaki),https://open.spotify.com/track/7BnQP9hadhcUniSR99RdxM,
Iwa Kakeru! Sport Climbing Girls,Fall 2020,2020,Opening Theme,Motto Takaku (もっと高く),Aina Suzuki (鈴木愛奈),https://open.spotify.com/track/5aeq5h5hiO1dciGwzRlqWx,
Iwa Kakeru! Sport Climbing Girls,Fall 2020,2020,Ending Theme,LET’S CLIMB↑,Hanamiya Joshi Climbing Club (花宮女子クライミング部),https://open.spotify.com/track/1lC5ebnOkSmfCdvxjD3zJr,
Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Opening Theme,Fightin★Pose,Yui Ogura,https://open.spotify.com/track/6i8Y6dDSaJ4U2zRsyrpkzn,
Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Opening Theme,Seikatsu Konkyuu Dame Dinero (生活こんきゅーダメディネロ),Sumire Uesaka, ,
Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Ending Theme,Tsumari wa Itsumo Kujikenai! (つまりはいつもくじけない！),NEGI☆U,https://open.spotify.com/track/5nHEwZnmyvXZP1owsLD9kx,
Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Ending Theme,Pedals (ペタルズ),Miho Okasaki, ,
Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Opening Theme,Jinsei Easy? (人生イージー？),DIALOGUE+,https://open.spotify.com/track/2KkqTuoQOUECghiZUoByzy,
Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Hinami Aoi (あやふわアスタリスク for日南葵),Aoi Hinami (Hisako Kanemoto), ,
Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk (あやふわアスタリスク),DIALOGUE+,https://open.spotify.com/track/0Pu0apkBdDOQiSk1i8kLjy,
Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Yuzu Izumi (あやふわアスタリスク for 泉優鈴),Izumi Yuzu (Nene Hieda), ,
Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Nanami Minami (あやふわアスタリスク for 七海みなみ),Minami Nanami (Hasegawa Ikumi) , ,
Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Kikuchi Fuuka (あやふわアスタリスク for 菊池風香),Fuuka Kikuchi (Ai Kayano), ,
Jashin-chan Dropkick (Dropkick On My Devil!),Summer 2018,2018,Opening Theme,Anoko ni Drop Kick (あの娘にドロップキック),"Jashin★Girls (邪神★ガールズ) [Aina Suzuki, Nichika Oomori, Miyu Kubota, Yurie Kozakai, Chiaki Omigawa, Rico Sasaki, Riho Iida]",https://open.spotify.com/track/2zHbvlOfjJulC4nY9ibouZ,
