,anime,season,year,category,songname,artist,link,extra
145,Asobi Asobase Specials,,1900,Opening Theme,Three-Piece (スリピス),"Hanako Honda (Hina Kino), Olivia (Rika Nagae), Kasumi Nomura (Konomi Kohara)", ,
146,Asobi Asobase: Cosplay Taikai/Otona no Watashi e,,1900,Opening Theme,Three-Piece (スリピス),"Hanako Honda (Hina Kino), Olivia (Rika Nagae), Kasumi Nomura (Konomi Kohara)", ,
147,Asobi Asobase: Cosplay Taikai/Otona no Watashi e,,1900,Ending Theme,Inkya Impulse (インキャインパルス),"Hanako Honda (Hina Kino), Olivia (Rika Nagae), Kasumi Nomura (Konomi Kohara) feat_ Ikepy & KSKN", ,
148,Assassins Pride,Fall 2019,2019,Opening Theme,Share the light,"Run Girls, Run!",https://open.spotify.com/track/1Rcu3RBBSWWYSMCSfULM63,
149,Assassins Pride,Fall 2019,2019,Ending Theme,Ijin-tachi no Jikan (異人たちの時間),Melida Angel (Tomori Kusunoki),https://open.spotify.com/track/75snEgrFyCpvJ60c9tUVe0,
150,Assault Lily: Bouquet,Fall 2020,2020,Opening Theme,Sacred world,RAISE A SUILEN,https://open.spotify.com/track/0j0UzZIX3D5NjvALPdG6Te,
151,Assault Lily: Bouquet,Fall 2020,2020,Ending Theme,Edel Lilie,Hitotsuyanagi Team (一柳隊),https://open.spotify.com/track/6w0bXMRnIOZAcGXiQKFx4B,
152,Assault Lily: Bouquet,Fall 2020,2020,Ending Theme,Heart+Heart,Riri Hitotsuyanagi (Hikaru Akao) & Yuyu Shirai (Yuuko Natsuyoshi),https://open.spotify.com/track/5kbCJDfthHtiBNdNkeQVyh,
153,Assault Lily: Bouquet,Fall 2020,2020,Ending Theme,GROWING,Hitotsuyanagi Team (一柳隊),https://open.spotify.com/track/6vLCUpSehAI6ahEWtPijOS,
154,Assault Lily: Bouquet,Fall 2020,2020,Ending Theme,Blink,Reina Ueda, ,
155,Azur Lane (Azur Lane the Animation),Fall 2019,2019,Opening Theme,graphite_diamond,May'n,https://open.spotify.com/track/7dHtm6v0oCuh9goDtWQiyP,
156,Azur Lane (Azur Lane the Animation),Fall 2019,2019,Ending Theme,Hikari no Michishirube (光の道標),Kano,https://open.spotify.com/track/1qKNT75TVw9lbS6Y4Su92i,
157,Azur Lane: Bisoku Zenshin! (Azur Lane: Slow Ahead!),Winter 2021,2021,Opening Theme,Longing for!,Emi Nitta,https://open.spotify.com/track/4xU2SAeIHKtVsx996WnSsy,
158,Azur Lane: Bisoku Zenshin! (Azur Lane: Slow Ahead!),Winter 2021,2021,Ending Theme,Mahiruiro Siesta (まひるいろシエスタ),Yui Sakakibara,https://open.spotify.com/track/0ljrJ1wIXoeV16yP98YI2t,
159,B: The Beginning,,1900,Ending Theme,The Perfect World,"Marty Friedman feat_ Jean-Ken Johnny, KenKen",https://open.spotify.com/track/1fPWFs6GjcSXknQKa6YKIh,
160,Babylon,Fall 2019,2019,Opening Theme,Echoing ft_ Sysha,Yamada Yutaka, ,
161,Babylon,Fall 2019,2019,Ending Theme,Live and let die,Q-MHz feat_ uloco, ,
162,Babylon,Fall 2019,2019,Ending Theme,Inochi Shokumu Tamashii (イノチ食ム魂),Q-MHz feat_ Mikako Komatsu,https://open.spotify.com/track/0bvwp5Kk2yGUF2Aw3NHRlf,
163,Babylon,Fall 2019,2019,Ending Theme,The next new world that no one knows,Q-MHz feat_ _Namirin,https://open.spotify.com/track/0bCs7xOb9Qhve5Y4eRzja2,
164,Back Arrow,Winter 2021,2021,Opening Theme,dawn,LiSA,https://open.spotify.com/track/1IRwNWiB2aDEoSdUgjJmay,
165,Back Arrow,Winter 2021,2021,Opening Theme,Kodou (鼓動),Eir Aoi, ,
166,Back Arrow,Winter 2021,2021,Ending Theme,Sekai no Hate (セカイノハテ),Shuka Saitou,https://open.spotify.com/track/5mHUdzNEIssZLxakbaFjzh,
167,Back Arrow,Winter 2021,2021,Ending Theme,United Sparrows,FLOW, ,
168,Back Street Girls: Gokudolls (Back Street Girls: Gokudols),Summer 2018,2018,Opening Theme,Gokudoll Music (ゴクドルミュージック),"Gokudolls Niji Gumi (ゴクドルズ虹組) [Airi (Yuka Nukui), Mari (Kaori Maeda), Rika (Hika Akao)]",https://open.spotify.com/track/3x3BqSrtE0hXSHXjZmjD0w,
169,Back Street Girls: Gokudolls (Back Street Girls: Gokudols),Summer 2018,2018,Opening Theme,Gokudoll Music (ゴクドルミュージック),"Gokudolls Kan Gumi (ゴクドルズ漢組) [ Kentarou Yamamoto (Daisuke Ono), Ryou Tachibana (Satoshi Hino), Kazuhiko Sugiwara (Kazuyuki Okitsu)]",https://open.spotify.com/track/0bueAQxFKSNFBjR7uZasAm,
170,Back Street Girls: Gokudolls (Back Street Girls: Gokudols),Summer 2018,2018,Ending Theme,Hoshi no Katachi (星のかたち),"Gokudolls Niji Gumi (ゴクドルズ虹組) [Airi (Yuka Nukui), Mari (Kaori Maeda), Rika (Hika Akao)]",https://open.spotify.com/track/4aFZI8GGs1o5VEmIDPMbxw,
171,Back Street Girls: Gokudolls (Back Street Girls: Gokudols),Summer 2018,2018,Ending Theme,Hoshi no Katachi (星のかたち),"Gokudolls Kan Gumi (ゴクドルズ漢組) [ Kentarou Yamamoto (Daisuke Ono), Ryou Tachibana (Satoshi Hino), Kazuhiko Sugiwara (Kazuyuki Okitsu)]",https://open.spotify.com/track/5kOb2UCorCUj1LBFFPRn3z,
172,Bakemono no Ko (The Boy and the Beast),,1900,Ending Theme,Starting Over,Mr_Children,https://open.spotify.com/track/4I87AgUvLk5VZqu7XM3MXq,
173,Bakuten!! (Backflip!!),Spring 2021,2021,Opening Theme,Seishun no Enbu (青春の演舞),Centimillimental,https://open.spotify.com/track/7wprJR53h8mCKUycnUUiz1,
174,Bakuten!! (Backflip!!),Spring 2021,2021,Ending Theme,Anata ga Iru (あなたがいる),wacci,https://open.spotify.com/track/0zrqEdXxtNbM9ksb3WJjsv,
175,Ballroom e Youkoso (Welcome to the Ballroom),Summer 2017,2017,Opening Theme,"10% roll, 10% romance",UNISON SQUARE GARDEN,https://open.spotify.com/track/5Nh0PTZYAbyh5CjMXjYp38,
176,Ballroom e Youkoso (Welcome to the Ballroom),Summer 2017,2017,Opening Theme,Invisible Sensation,UNISON SQUARE GARDEN,https://open.spotify.com/track/6A1VhL33Ns2f8PtC4I1dtG,
177,Ballroom e Youkoso (Welcome to the Ballroom),Summer 2017,2017,Ending Theme,Maybe the next waltz,Mikako Komatsu,https://open.spotify.com/track/0053S9wvmByLqoAX2asczn,
178,Ballroom e Youkoso (Welcome to the Ballroom),Summer 2017,2017,Ending Theme,Swing heart direction,Mikako Komatsu,https://open.spotify.com/track/2de9O9MCRDf2qXKjgrr1vp,
179,Banana Fish,Summer 2018,2018,Opening Theme,found & lost,Survive Said The Prophet,https://open.spotify.com/track/6euwgOanJOzsBeZUDTbx29,
180,Banana Fish,Summer 2018,2018,Opening Theme,FREEDOM,BLUE ENCOUNT,https://open.spotify.com/track/2bHdWI2uCxPJIAACBQLsgm,
181,Banana Fish,Summer 2018,2018,Ending Theme,Prayer X,King Gnu,https://open.spotify.com/track/0r2PAeROizyyoFMpu0fvwI,
182,Banana Fish,Summer 2018,2018,Ending Theme,RED,Survive Said The Prophet,https://open.spotify.com/track/5pz5S3ZqMPnd8or4IGUVho,
183,Beastars,Fall 2019,2019,Opening Theme,Wild Side,ALI, ,
184,Beastars,Fall 2019,2019,Ending Theme,Le zoo,YURiKA,https://open.spotify.com/track/4MD7NIoJrvqTveOK8yyBZ6,
185,Beastars,Fall 2019,2019,Ending Theme,Nemuru Honnou (眠れる本能),YURiKA,https://open.spotify.com/track/4x3g8bpzufkxRPox2jnPXA,
186,Beastars,Fall 2019,2019,Ending Theme,Marble,YURiKA,https://open.spotify.com/track/0enY7XMbYUYLl82cLtmIgX,
187,Beastars,Fall 2019,2019,Ending Theme,Tsuki ni Ukabu Monogatari (月に浮かぶ物語),YURiKA,https://open.spotify.com/track/1n1RtW2V8PKoOhO2p1cTth,
188,Beastars 2nd Season,Winter 2021,2021,Opening Theme,Kaibutsu (怪物),YOASOBI,https://open.spotify.com/track/06XQvnJb53SUYmlWIhUXUi,
189,Beastars 2nd Season,Winter 2021,2021,Opening Theme,Yasashii Suisei (優しい彗星),YOASOBI, ,
190,Beastars 2nd Season,Winter 2021,2021,Ending Theme,Kaibutsu (怪物),YOASOBI,https://open.spotify.com/track/06XQvnJb53SUYmlWIhUXUi,
191,Beastars 2nd Season,Winter 2021,2021,Ending Theme,Yasashii Suisei (優しい彗星),YOASOBI,https://open.spotify.com/track/19fhOFi6pNGeZe5uiFlm7c,
192,Beatless,Winter 2018,2018,Opening Theme,Error,GARNiDELiA,https://open.spotify.com/track/00Ux7kv8wPsh8vbUxroXdP,
193,Beatless,Winter 2018,2018,Opening Theme,Truth_,TrySail,https://open.spotify.com/track/2tZpMPYzE9XON8RD3auFWx,
194,Beatless,Winter 2018,2018,Ending Theme,PRIMALove,ClariS,https://open.spotify.com/track/1IerXr4oVmIAZwFEYtprZN,
195,Beatless,Winter 2018,2018,Ending Theme,Shapeless,Tokyo Performance Doll,https://open.spotify.com/track/0NRxPm6cN40RSDUC71juo2,
196,Beatless Final Stage,Summer 2018,2018,Opening Theme,Truth_,TrySail,https://open.spotify.com/track/2tZpMPYzE9XON8RD3auFWx,
197,Beatless Final Stage,Summer 2018,2018,Ending Theme,Shapeless,Tokyo Performance Doll,https://open.spotify.com/track/0NRxPm6cN40RSDUC71juo2,
198,Beatless Intermission,,1900,Opening Theme,Error,GARNiDELiA,https://open.spotify.com/track/00Ux7kv8wPsh8vbUxroXdP,
199,Beatless Intermission,,1900,Opening Theme,Truth_,TrySail,https://open.spotify.com/track/2tZpMPYzE9XON8RD3auFWx,
200,Beatless Intermission,,1900,Ending Theme,PRIMALove,ClariS,https://open.spotify.com/track/1IerXr4oVmIAZwFEYtprZN,
201,Beatless Intermission,,1900,Ending Theme,Shapeless,Tokyo Performance Doll,https://open.spotify.com/track/0NRxPm6cN40RSDUC71juo2,
202,Beelzebub-jou no Okinimesu mama. (As Miss Beelzebub Likes.),Fall 2018,2018,Opening Theme,Pink Lemonade (ピンクレモネード),Sangatsu no Phantasia,https://open.spotify.com/track/23URlbR7WyCNCgfaFWEz6h,
203,Beelzebub-jou no Okinimesu mama. (As Miss Beelzebub Likes.),Fall 2018,2018,Ending Theme,Akumade Koiwazurai (あくまで恋煩い),"Beelzebub (Saori Oonishi), Belphegor (Misaki Kuno), Sargatanas (Ai Kakuma)", ,
204,Bem,Summer 2019,2019,Opening Theme,Uchuu no Kioku (宇宙の記憶),Maaya Sakamoto,https://open.spotify.com/track/3uaZprGpodif2hd4GPEZGA,
205,Bem,Summer 2019,2019,Ending Theme,Iru Imi (イルイミ),JUNNA,https://open.spotify.com/track/1DWWJaZvY3Dsyu9lWfgsqD,
206,Bem Movie: Become Human,,1900,Ending Theme,unforever,Ribu (りぶ),https://open.spotify.com/track/1UoWndDZssatfSIKn0lTPh,
207,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Opening Theme,William Tell Overture,Jin Katagiri & Akihito Hayashi, ,
208,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Kimi wa Hellenes (君はヘレネス),Akito Hayashi, ,
209,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,ZE_N_RA,Akito Hayashi, ,
210,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,toko no Arete (男のアレーテー),Akito Hayashi, ,
211,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Hajimari wa Itsumo Zeus (はじまりはいつもゼウス),Akito Hayashi, ,
212,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Ato no Aegean Sea (痕のエーゲ海),Akito Hayashi, ,
213,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Konya wa Symposium (今夜はシンポジ才ン),Akito Hayashi, ,
214,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Sweet Olympia (スイートオリンピア),Akito Hayashi, ,
215,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Endless Summer (エンドレスサマー ),Akito Hayashi, ,
216,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Tatero! Tropaion (立てろ！トロパイオン),Akito Hayashi, ,
217,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Sparta-jin Kowai (スパルタ人こわい),Akito Hayashi, ,
218,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Kokugai de wa Betsu no Kao (国外では別の顔),Akito Hayashi, ,
219,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Sayonara Sparta (さよならスパルタ),Akito Hayashi, ,
220,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,LADY discrimination,Akito Hayashi, ,
221,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Kimi wa Nani Slone (君は何スロン),Akito Hayashi, ,
222,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Yume no Market (夢のマーケット ),Akito Hayashi, ,
223,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Zurui Hito (ずるい皇帝（ひと）),Akito Hayashi, ,
224,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Kimi no Pessoi (君のペッソイ ),Akito Hayashi, ,
225,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Tetsugakusha no Shokutaku (哲学者の食卓),Akito Hayashi, ,
226,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Herma! Herma! Herma! (ヘルマ！ヘルマ！ヘルマ！),Akito Hayashi, ,
227,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,BURNING FIRE,Akito Hayashi, ,
228,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Murabito Alpha (村人A（アルファ）),Akito Hayashi, ,
229,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Kimi no Shirio Uso (君の白い嘘),Akito Hayashi, ,
230,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Sayonara no Ori ni___ (サヨナラの折に___),Akito Hayashi, ,
231,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Tolympic (トリンピック),Akito Hayashi, ,
232,Birthday Wonderland (The Wonderland),,1900,Ending Theme,THE SHOW,milet (ミレイ),https://open.spotify.com/track/5nj834Zranvavw6U527zxh,
233,Bishounen Tanteidan (Pretty Boy Detective Club),Spring 2021,2021,Opening Theme,Shake & Shake,sumika,https://open.spotify.com/track/0idhExUjnjy7SKveejhupN,
234,Bishounen Tanteidan (Pretty Boy Detective Club),Spring 2021,2021,Ending Theme,Beautiful Reasoning,Bishounen Tanteidan, ,
235,Bishounen Tanteidan (Pretty Boy Detective Club),Spring 2021,2021,Ending Theme,Welcoming Days,Bishounen Tanteidan, ,
236,Black Bullet,Spring 2014,2014,Opening Theme,black bullet,fripSide,https://open.spotify.com/track/4LjxJSrkDGkwyIan8sHVHi,
237,Black Bullet,Spring 2014,2014,Ending Theme,Tokohana (トコハナ),Nagi Yanagi,https://open.spotify.com/track/4kvCCnaQa1BvbBwmIbaglv,
238,Black Bullet,Spring 2014,2014,Ending Theme,Wasurenai Tame ni (忘れない為に),Nagi Yanagi,https://open.spotify.com/track/6sIpNpUJ9hyeuPWf5OG18F,
239,Black Bullet,Spring 2014,2014,Ending Theme,Wasurenai Tame ni for lotus (忘れない為に for lotus),Nagi Yanagi, ,
240,Black Fox (Blackfox),,1900,Ending Theme,BLACK FOX,fripSide, ,
241,Black Lagoon,Spring 2006,2006,Opening Theme,Red Fraction,MELL,https://open.spotify.com/track/2hqpcsqOnPHxWDIRGPJAXC,
242,Black Lagoon,Spring 2006,2006,Ending Theme,Don't Look Behind,EDISON, ,
243,Black Lagoon: Roberta's Blood Trail,,1900,Opening Theme,Red Fraction IO Drive mix,MELL,https://open.spotify.com/track/4mXvTpcL5W7z6ZJiuomaJ1,
244,Black Lagoon: Roberta's Blood Trail,,1900,Ending Theme,When Johnny Comes Marching Home,EDISON, ,
245,Black Lagoon: Roberta's Blood Trail,,1900,Ending Theme,This Moment_ Prayer in the Light,Minako _mooki_ Obata, ,
246,Black Lagoon: The Second Barrage,Fall 2006,2006,Opening Theme,Red Fraction,MELL,https://open.spotify.com/track/7AfaErt9h8MViFyjdzO9JC,
247,Black Lagoon: The Second Barrage,Fall 2006,2006,Ending Theme,Don't Look Behind,EDISON, ,
248,Black Lagoon: The Second Barrage,Fall 2006,2006,Ending Theme,The World of Midnight,Minako Obata, ,
249,Black Lagoon: The Second Barrage,Fall 2006,2006,Ending Theme,Peach Headz Addiction,Breath Frequency, ,
250,Blue Lock,Fall 2022,2022,Opening Theme,Chaos ga Kiwamaru (カオスが極まる),UNISON SQUARE GARDEN, ,
251,Blue Lock,Fall 2022,2022,Ending Theme,WINNER,Shuugo Nakamura, ,
252,Blue Reflection Ray,Spring 2021,2021,Opening Theme,DiViNE,EXiNA,https://open.spotify.com/track/6gjkal8BbkbHQst6XUvNsr,
253,Blue Reflection Ray,Spring 2021,2021,Opening Theme,Atok (アトック),Eir Aoi,https://open.spotify.com/track/0vWlopeKCm1atNKaTv1Bhg,
254,Blue Reflection Ray,Spring 2021,2021,Ending Theme,Saishin (最深),ACCAMER,https://open.spotify.com/track/40tZIkyZZGw1a4oQAFZL2P,
255,Blue Reflection Ray,Spring 2021,2021,Ending Theme,fluoresce,ACCAMER,https://open.spotify.com/track/1ateBKHf1xM5z12VmsEtx5,
256,BNA (BNA: Brand New Animal),Spring 2020,2020,Opening Theme,Ready to,Michiru Kagemori (Sumire Morohoshi),https://open.spotify.com/track/75w5cEpLMvUsuZQkY16AI3,
257,BNA (BNA: Brand New Animal),Spring 2020,2020,Ending Theme,NIGHT RUNNING,AAAMYYY,https://open.spotify.com/track/1U1hHDgjZC1WbZ7aVR2mMf,
258,Bocchi the Rock!,Fall 2022,2022,Opening Theme,Seishun Complex (青春コンプレックス),Kessoku Band (結束バンド), ,
259,Bocchi the Rock!,Fall 2022,2022,Ending Theme,Distortion!!,Kessoku Band (結束バンド), ,
260,Bocchi the Rock!,Fall 2022,2022,Ending Theme,Karakara (カラカラ),Kessoku Band (結束バンド), ,
261,Bocchi the Rock!,Fall 2022,2022,Ending Theme,What is wrong with (なにが悪い),Kessoku Band (結束バンド), ,
262,Boku dake ga Inai Machi (ERASED),Winter 2016,2016,Opening Theme,Re_Re_,Asian Kung-Fu Generation,https://open.spotify.com/track/0WaaPFt4Qy8sVfxKz43bCD,
263,Boku dake ga Inai Machi (ERASED),Winter 2016,2016,Ending Theme,Re_Re_,Asian Kung-Fu Generation,https://open.spotify.com/track/0WaaPFt4Qy8sVfxKz43bCD,
264,Boku dake ga Inai Machi (ERASED),Winter 2016,2016,Ending Theme,Sore wa Chiisana Hikari no Youna (それは小さな光のような),Sayuri,https://open.spotify.com/track/7FOeR1X65DEG4KjpVhNC4Z,
265,Boku no Pico,,1900,Opening Theme,Koi wo Shiyou yo (恋をしようよ),Pico, ,
266,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,Winter 2020,2020,Opening Theme,Take mo' Chance,all at once,https://open.spotify.com/track/4H3wFEqxpE5uVLhMV5A50J,
267,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,Winter 2020,2020,Ending Theme,FREEDOM de Muda ni Muteki!! (FREEDOMでムダに無敵!!),AOP,https://open.spotify.com/track/21x4jz0tGzA6BNOXbeKIZ7,
268,Bokura no Nanokakan Sensou (Seven Days War),,1900,Opening Theme,Kessen Zenya (決戦前夜),Ibuki Sano,https://open.spotify.com/track/556GoT9CS2iWULAeghHZZi,
269,Bokura no Nanokakan Sensou (Seven Days War),,1900,Ending Theme,Spirit (スピリット),Ibuki Sano,https://open.spotify.com/track/39VLWV0erx5v0k58XtTSej,
270,Bokura wa Minna Kawai-sou,Spring 2014,2014,Opening Theme,"Itsuka no, Ikutsuka no Kimi to no Sekai (いつかの、いくつかのきみとのせかい)",fhána,https://open.spotify.com/track/2RsunfdnMA6XbnHkiS3ZUc,
271,Bokura wa Minna Kawai-sou,Spring 2014,2014,Ending Theme,My Sweet Shelter,"Ritsu Kawai (CV_ Kana Hanazawa), Mayumi Nishikino (CV_ Rina Satou), Sayaka Watanabe (CV_ Hisako Kanemoto)", ,
272,Bokura wa Minna Kawai-sou: Hajimete no,,1900,Opening Theme,"Itsuka no, Ikutsuka no Kimi to no Sekai (いつかの、いくつかのきみとのせかい)",fhána,https://open.spotify.com/track/1kv7HHTInkwsVnPgZ70v0r,
273,Bokura wa Minna Kawai-sou: Hajimete no,,1900,Ending Theme,My Sweet Shelter,"Ritsu Kawai (CV_ Kana Hanazawa), Mayumi Nishikino (CV_ Rina Satou), Sayaka Watanabe (CV_ Hisako Kanemoto)", ,
274,Bokutachi no Remake (Remake Our Life!),Summer 2021,2021,Opening Theme,Koko kara Saki wa Uta ni Naranai (ここから先は歌にならない),Poppin'Party,https://open.spotify.com/track/3zrDR47uavNOm3f4i53n2l,
275,Bokutachi no Remake (Remake Our Life!),Summer 2021,2021,Ending Theme,Kanousei (可能性),Argonavis,https://open.spotify.com/track/3sDrgn9NygmfSYyyp3k8l3,
276,Bokutachi wa Benkyou ga Dekinai (We Never Learn: BOKUBEN),Spring 2019,2019,Opening Theme,Seishun Seminar (セイシュンゼミナール),Study, ,
277,Bokutachi wa Benkyou ga Dekinai (We Never Learn: BOKUBEN),Spring 2019,2019,Ending Theme,Never Give It Up!!,Study, ,
278,Bokutachi wa Benkyou ga Dekinai!,Fall 2019,2019,Opening Theme,"Can now, Can now",Study, ,
279,Bokutachi wa Benkyou ga Dekinai!,Fall 2019,2019,Ending Theme,Houkago no Liberty (放課後のリバティ),halca,https://open.spotify.com/track/14T9B7NMy0SZwBQ8TTMwgt,
280,Bokutachi wa Benkyou ga Dekinai!,Fall 2019,2019,Ending Theme,Kankei ≧ Houteishiki (関係≧方程式),Study, ,
281,Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,,1900,Opening Theme,"Can now, Can now",Study, ,
282,Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,,1900,Ending Theme,Houkago no Liberty (放課後のリバティ),halca,https://open.spotify.com/track/14T9B7NMy0SZwBQ8TTMwgt,
283,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,,1900,Opening Theme,Seishun Seminar (セイシュンゼミナール),Study, ,
284,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,,1900,Ending Theme,Never Give It Up!!,Study, ,
285,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Opening Theme,shadowgraph,MYTH＆ROID, ,
286,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Ending Theme,Whiteout,Riko Azuna, ,
287,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Ending Theme,Sayonara,Riko Azuna, ,
288,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Ending Theme,"See You, HeartBreakers",Kensuke Ushio and Hajime Hyakkoku, ,
289,Breakers,Winter 2020,2020,Ending Theme,SUPER HERO,BugLug,https://open.spotify.com/track/5x1wtjVFNt3c5azwm40Br7,
290,Btooom!,Fall 2012,2012,Opening Theme,"No pain, No game",Nano,https://open.spotify.com/track/1HUgqhTeOMW7IUm5G2a2dR,
291,Btooom!,Fall 2012,2012,Opening Theme,Exist (エグジスト),Nano,https://open.spotify.com/track/644duRirDjT5hmbiHwB9Jz,
292,Btooom!,Fall 2012,2012,Ending Theme,Aozora (アオゾラ),May'n,https://open.spotify.com/track/3VZ6gpMDzzmwqrCU9g0wjl,
293,Btooom!,Fall 2012,2012,Ending Theme,"No pain, No game",Nano,https://open.spotify.com/track/1HUgqhTeOMW7IUm5G2a2dR,
294,Bungou to Alchemist: Shinpan no Haguruma,Spring 2020,2020,Opening Theme,Goodbye (グッド・バイ),Urashimasakatasen,https://open.spotify.com/track/0wSWSmTrhzqr88SFpGMARs,
295,Bungou to Alchemist: Shinpan no Haguruma,Spring 2020,2020,Ending Theme,Yabunonaka no Synthesis (藪の中のジンテーゼ),Yoshino Nanjou,https://open.spotify.com/track/1Cs4tzBwJLdGAtc42CGWev,
296,Burn the Witch,,1900,Ending Theme,Blowing,NiL,https://open.spotify.com/track/26Jsd08ArcT3PkNe6yBPNT,
297,Byousoku 5 Centimeter (5 Centimeters Per Second),,1900,Ending Theme,"One more time, one more chance",Masayoshi Yamazaki,https://open.spotify.com/track/5YRDGgdOshUPA17m7yzY7p,
